Assembly	final.contigs
# contigs (>= 0 bp)	4413
# contigs (>= 1000 bp)	710
Total length (>= 0 bp)	3045287
Total length (>= 1000 bp)	1130041
# contigs	2457
Largest contig	5291
Total length	2345482
Reference length	3785550
GC (%)	32.30
Reference GC (%)	32.26
N50	984
NG50	647
N75	701
L50	754
LG50	1661
L75	1462
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	79.296
Duplication ratio	1.065
# N's per 100 kbp	0.00
# mismatches per 100 kbp	457.19
# indels per 100 kbp	0.07
Largest alignment	5291
NA50	984
NGA50	647
NA75	701
LA50	754
LGA50	1661
LA75	1462
