Assembly	final.contigs
# contigs (>= 0 bp)	11391
# contigs (>= 1000 bp)	1799
# contigs (>= 5000 bp)	9
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	7649566
Total length (>= 1000 bp)	3050869
Total length (>= 5000 bp)	54669
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5454
Largest contig	7423
Total length	5546778
Reference length	9283304
N50	1109
N75	717
L50	1536
L75	3119
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	521
# local misassemblies	0
# unaligned contigs	1 + 3 part
Unaligned length	726
Genome fraction (%)	57.007
Duplication ratio	1.048
# N's per 100 kbp	0.00
# mismatches per 100 kbp	346.74
# indels per 100 kbp	0.15
Largest alignment	7423
NA50	1108
NA75	717
LA50	1537
LA75	3119
