Assembly	final.contigs
# contigs (>= 0 bp)	6466
# contigs (>= 1000 bp)	3363
# contigs (>= 5000 bp)	222
# contigs (>= 10000 bp)	6
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9882619
Total length (>= 1000 bp)	8267530
Total length (>= 5000 bp)	1401787
Total length (>= 10000 bp)	65584
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4740
Largest contig	13353
Total length	9288600
Reference length	9283304
N50	2555
N75	1543
L50	1169
L75	2324
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	643
# local misassemblies	2
# unaligned contigs	1 + 2 part
Unaligned length	852
Genome fraction (%)	96.288
Duplication ratio	1.039
# N's per 100 kbp	0.00
# mismatches per 100 kbp	48.58
# indels per 100 kbp	0.04
Largest alignment	13353
NA50	2554
NA75	1542
LA50	1169
LA75	2325
