Assembly	final.contigs
# contigs (>= 1000 bp)	1014
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1550646
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3410
Largest contig	4554
Total length	3226608
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	969
NG50	737
N75	708
L50	1078
LG50	1923
L75	2060
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	66.285
Duplication ratio	1.049
# N's per 100 kbp	0.00
# mismatches per 100 kbp	178.63
# indels per 100 kbp	0.00
Largest alignment	4554
NA50	969
NGA50	737
NA75	708
LA50	1078
LGA50	1923
LA75	2061
