Assembly	final.contigs
# contigs (>= 0 bp)	275
# contigs (>= 1000 bp)	155
Total length (>= 0 bp)	669346
Total length (>= 1000 bp)	590588
# contigs	275
Largest contig	25883
Total length	669346
Reference length	641799
GC (%)	26.32
Reference GC (%)	26.30
N50	4473
NG50	4614
N75	2222
NG75	2490
L50	44
LG50	41
L75	98
LG75	89
# misassemblies	5
# misassembled contigs	5
Misassembled contigs length	10256
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	96.805
Duplication ratio	1.077
# N's per 100 kbp	0.00
# mismatches per 100 kbp	645.27
# indels per 100 kbp	0.32
Largest alignment	25883
NA50	4473
NGA50	4614
NA75	2181
NGA75	2490
LA50	44
LGA50	41
LA75	98
LGA75	89
