Assembly	contigs
# contigs (>= 0 bp)	130
# contigs (>= 1000 bp)	73
# contigs (>= 5000 bp)	54
# contigs (>= 10000 bp)	50
# contigs (>= 25000 bp)	42
# contigs (>= 50000 bp)	28
Total length (>= 0 bp)	4574431
Total length (>= 1000 bp)	4557486
Total length (>= 5000 bp)	4518960
Total length (>= 10000 bp)	4489692
Total length (>= 25000 bp)	4370447
Total length (>= 50000 bp)	3868109
# contigs	84
Largest contig	327173
Total length	4565136
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	133059
NG50	133059
N75	87059
NG75	78649
L50	11
LG50	11
L75	21
LG75	22
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	1
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.320
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	0.72
# indels per 100 kbp	0.02
Largest alignment	327173
NA50	133059
NGA50	133059
NA75	87059
NGA75	78649
LA50	11
LGA50	11
LA75	21
LGA75	22
