Assembly	final.contigs
# contigs (>= 0 bp)	4499
# contigs (>= 1000 bp)	2007
Total length (>= 0 bp)	5057591
Total length (>= 1000 bp)	3266903
# contigs	4499
Largest contig	5549
Total length	5057591
Reference length	5547323
GC (%)	50.44
Reference GC (%)	50.49
N50	1246
NG50	1161
N75	848
NG75	742
L50	1346
LG50	1550
L75	2579
LG75	3041
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 1 part
Unaligned length	135
Genome fraction (%)	87.167
Duplication ratio	1.046
# N's per 100 kbp	0.00
# mismatches per 100 kbp	50.52
# indels per 100 kbp	0.00
Largest alignment	5549
NA50	1246
NGA50	1161
NA75	848
NGA75	741
LA50	1346
LGA50	1550
LA75	2579
LGA75	3042
