Assembly	final.contigs
# contigs (>= 0 bp)	11653
# contigs (>= 1000 bp)	2104
# contigs (>= 5000 bp)	3
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	8372643
Total length (>= 1000 bp)	3169685
Total length (>= 5000 bp)	16039
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	7207
Largest contig	5668
Total length	6725082
Reference length	9714864
N50	964
N75	698
L50	2301
L75	4364
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	80.869
Duplication ratio	1.076
# N's per 100 kbp	0.00
# mismatches per 100 kbp	362.73
# indels per 100 kbp	0.15
Largest alignment	5668
NA50	964
NA75	698
LA50	2301
LA75	4364
