Assembly	final.contigs
# contigs (>= 0 bp)	3729
# contigs (>= 1000 bp)	1998
Total length (>= 0 bp)	4894398
Total length (>= 1000 bp)	3641833
# contigs	3729
Largest contig	7826
Total length	4894398
Reference length	5547323
GC (%)	50.28
Reference GC (%)	50.48
N50	1545
NG50	1374
N75	988
NG75	798
L50	1028
LG50	1252
L75	2028
LG75	2578
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	84.578
Duplication ratio	1.043
# N's per 100 kbp	0.00
# mismatches per 100 kbp	50.32
# indels per 100 kbp	0.17
Largest alignment	7826
NA50	1545
NGA50	1374
NA75	988
NGA75	798
LA50	1028
LGA50	1252
LA75	2028
LGA75	2578
