Assembly	final.contigs
# contigs (>= 0 bp)	5179
# contigs (>= 1000 bp)	1106
# contigs (>= 5000 bp)	2
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	3977249
Total length (>= 1000 bp)	1642138
Total length (>= 5000 bp)	10187
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3451
Largest contig	5185
Total length	3288682
Reference length	4641652
N50	999
N75	719
L50	1109
L75	2080
# misassemblies	11
# misassembled contigs	11
Misassembled contigs length	18308
# local misassemblies	3
# unaligned contigs	1 + 5 part
Unaligned length	1278
Genome fraction (%)	68.984
Duplication ratio	1.030
# N's per 100 kbp	0.00
# mismatches per 100 kbp	968.05
# indels per 100 kbp	1.06
Largest alignment	5185
NA50	998
NA75	718
LA50	1112
LA75	2086
