Assembly	final.contigs
# contigs (>= 0 bp)	1257
# contigs (>= 1000 bp)	683
Total length (>= 0 bp)	10918009
Total length (>= 1000 bp)	10700510
# contigs	804
Largest contig	100879
Total length	10782533
Reference length	11094646
GC (%)	50.39
Reference GC (%)	50.48
N50	27581
NG50	26804
N75	15075
NG75	13958
L50	120
LG50	126
L75	253
LG75	269
# misassemblies	3
# misassembled contigs	3
Misassembled contigs length	169592
# local misassemblies	1
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	96.720
Duplication ratio	1.005
# N's per 100 kbp	0.00
# mismatches per 100 kbp	6.11
# indels per 100 kbp	0.12
Largest alignment	100879
NA50	27555
NGA50	26743
NA75	15070
NGA75	13937
LA50	121
LGA50	127
LA75	255
LGA75	271
