Assembly	final.contigs
# contigs (>= 0 bp)	794
# contigs (>= 1000 bp)	400
Total length (>= 0 bp)	1214059
Total length (>= 1000 bp)	947137
# contigs	794
Largest contig	9129
Total length	1214059
Reference length	641799
GC (%)	26.26
Reference GC (%)	26.30
N50	2143
NG50	3540
N75	1089
NG75	2776
L50	172
LG50	69
L75	366
LG75	121
# misassemblies	10
# misassembled contigs	10
Misassembled contigs length	9065
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	94.209
Duplication ratio	2.008
# N's per 100 kbp	0.00
# mismatches per 100 kbp	823.97
# indels per 100 kbp	0.33
Largest alignment	9129
NA50	708
NGA50	2106
NGA75	1092
LA50	344
LGA50	93
LGA75	199
