Assembly	contigs
# contigs (>= 0 bp)	141
# contigs (>= 1000 bp)	81
# contigs (>= 5000 bp)	58
# contigs (>= 10000 bp)	54
# contigs (>= 25000 bp)	46
# contigs (>= 50000 bp)	31
Total length (>= 0 bp)	4573711
Total length (>= 1000 bp)	4556118
Total length (>= 5000 bp)	4506269
Total length (>= 10000 bp)	4476610
Total length (>= 25000 bp)	4358183
Total length (>= 50000 bp)	3834902
# contigs	93
Largest contig	327173
Total length	4564644
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	132608
NG50	132608
N75	67374
NG75	66295
L50	13
LG50	13
L75	25
LG75	26
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.304
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	0.64
# indels per 100 kbp	0.02
Largest alignment	327173
NA50	132608
NGA50	132608
NA75	67374
NGA75	66295
LA50	13
LGA50	13
LA75	25
LGA75	26
