Assembly	final.contigs
# contigs (>= 0 bp)	5222
# contigs (>= 1000 bp)	1126
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	3995685
Total length (>= 1000 bp)	1659247
Total length (>= 5000 bp)	5490
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	5222
Largest contig	5490
Total length	3995685
Reference length	4641652
GC (%)	50.74
Reference GC (%)	50.79
N50	873
NG50	770
N75	573
NG75	448
L50	1490
LG50	1884
L75	2899
LG75	3854
# misassemblies	3
# misassembled contigs	3
Misassembled contigs length	9227
# local misassemblies	1
# unaligned contigs	2103 + 18 part
Unaligned length	1322399
Genome fraction (%)	56.808
Duplication ratio	1.014
# N's per 100 kbp	0.00
# mismatches per 100 kbp	562.34
# indels per 100 kbp	0.11
Largest alignment	5093
NA50	672
NGA50	506
LA50	1696
LGA50	2248
