Assembly	final.contigs
# contigs (>= 1000 bp)	125
# contigs (>= 5000 bp)	95
# contigs (>= 10000 bp)	85
# contigs (>= 25000 bp)	59
# contigs (>= 50000 bp)	34
Total length (>= 1000 bp)	4553641
Total length (>= 5000 bp)	4481300
Total length (>= 10000 bp)	4409854
Total length (>= 25000 bp)	3976911
Total length (>= 50000 bp)	3124256
# contigs	141
Largest contig	201313
Total length	4564449
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	68696
NG50	67410
N75	40833
NG75	35269
L50	20
LG50	21
L75	41
LG75	43
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	8
# unaligned contigs	0 + 1 part
Unaligned length	53
Genome fraction (%)	98.262
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	57.99
# indels per 100 kbp	10.09
Largest alignment	201313
NA50	68696
NGA50	67410
NA75	40833
NGA75	35269
LA50	20
LGA50	21
LA75	41
LGA75	43
