Assembly	final.contigs
# contigs (>= 1000 bp)	721
# contigs (>= 5000 bp)	105
# contigs (>= 10000 bp)	8
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	2177126
Total length (>= 5000 bp)	723497
Total length (>= 10000 bp)	92965
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1091
Largest contig	15182
Total length	2427600
Reference length	4857432
GC (%)	52.25
Reference GC (%)	52.22
N50	3383
N75	1842
L50	226
L75	468
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	7463
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	49.077
Duplication ratio	1.018
# N's per 100 kbp	0.00
# mismatches per 100 kbp	374.89
# indels per 100 kbp	0.21
Largest alignment	15182
NA50	3383
NGA50	-
NA75	1842
LA50	226
LA75	468
