Assembly	final.contigs
# contigs (>= 1000 bp)	1948
# contigs (>= 5000 bp)	45
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	4050014
Total length (>= 5000 bp)	266818
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3064
Largest contig	8333
Total length	4870718
Reference length	4857432
GC (%)	52.22
Reference GC (%)	52.23
N50	1960
NG50	1962
N75	1222
NG75	1225
L50	807
LG50	804
L75	1589
LG75	1581
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	1545
# local misassemblies	0
# unaligned contigs	0 + 3 part
Unaligned length	377
Genome fraction (%)	95.743
Duplication ratio	1.047
# N's per 100 kbp	0.00
# mismatches per 100 kbp	60.85
# indels per 100 kbp	0.04
Largest alignment	8333
NA50	1960
NGA50	1962
NA75	1221
NGA75	1225
LA50	807
LGA50	804
LA75	1590
LGA75	1581
