Assembly	final.contigs
# contigs (>= 0 bp)	894
# contigs (>= 1000 bp)	224
Total length (>= 0 bp)	840803
Total length (>= 1000 bp)	506273
# contigs	524
Largest contig	13980
Total length	710395
Reference length	1231960
GC (%)	25.24
Reference GC (%)	25.35
N50	1718
NG50	668
N75	900
L50	110
LG50	361
L75	252
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	55.660
Duplication ratio	1.036
# N's per 100 kbp	0.00
# mismatches per 100 kbp	385.30
# indels per 100 kbp	0.00
Largest alignment	13980
NA50	1718
NGA50	668
NA75	900
LA50	110
LGA50	361
LA75	252
