Assembly	final.contigs
# contigs (>= 1000 bp)	1269
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1820356
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4150
Largest contig	3756
Total length	3856134
Reference length	4857432
GC (%)	52.20
Reference GC (%)	52.22
N50	962
NG50	824
N75	714
NG75	547
L50	1379
LG50	1943
L75	2547
LG75	3744
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	75.711
Duplication ratio	1.049
# N's per 100 kbp	0.00
# mismatches per 100 kbp	88.81
# indels per 100 kbp	0.00
Largest alignment	3756
NA50	962
NGA50	824
NA75	714
NGA75	547
LA50	1380
LGA50	1943
LA75	2547
LGA75	3744
