Assembly	final.contigs
# contigs (>= 0 bp)	1719
# contigs (>= 1000 bp)	1327
Total length (>= 0 bp)	5224062
Total length (>= 1000 bp)	4940152
# contigs	1719
Largest contig	23734
Total length	5224062
Reference length	5547323
GC (%)	50.30
Reference GC (%)	50.48
N50	4722
NG50	4441
N75	2565
NG75	2236
L50	345
LG50	380
L75	715
LG75	817
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	2818
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	91.881
Duplication ratio	1.025
# N's per 100 kbp	0.00
# mismatches per 100 kbp	32.06
# indels per 100 kbp	0.18
Largest alignment	23734
NA50	4722
NGA50	4441
NA75	2564
NGA75	2234
LA50	345
LGA50	380
LA75	715
LGA75	817
