Assembly	final.contigs
# contigs (>= 1000 bp)	132
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	167143
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1342
Largest contig	3469
Total length	956930
Reference length	4641652
GC (%)	50.55
Reference GC (%)	50.79
N50	692
N75	579
L50	517
L75	897
# misassemblies	6
# misassembled contigs	6
Misassembled contigs length	6799
# local misassemblies	2
# unaligned contigs	0 + 7 part
Unaligned length	566
Genome fraction (%)	20.427
Duplication ratio	1.009
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1382.25
# indels per 100 kbp	2.32
Largest alignment	3469
NA50	690
NGA50	-
NA75	578
LA50	518
LA75	900
