Assembly	final.contigs
# contigs (>= 0 bp)	3769
# contigs (>= 1000 bp)	1609
Total length (>= 0 bp)	4801484
Total length (>= 1000 bp)	3311028
# contigs	3769
Largest contig	9465
Total length	4801484
Reference length	5478683
GC (%)	50.34
Reference GC (%)	50.49
N50	1610
NG50	1374
N75	861
NG75	684
L50	893
LG50	1120
L75	1922
LG75	2588
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	336
Genome fraction (%)	82.873
Duplication ratio	1.057
# N's per 100 kbp	0.00
# mismatches per 100 kbp	541.67
# indels per 100 kbp	0.09
Largest alignment	9465
NA50	1610
NGA50	1374
NA75	861
NGA75	684
LA50	893
LGA50	1120
LA75	1922
LGA75	2588
