Assembly	final.contigs
# contigs (>= 0 bp)	1053
# contigs (>= 1000 bp)	482
Total length (>= 0 bp)	1276156
Total length (>= 1000 bp)	930688
# contigs	844
Largest contig	8031
Total length	1200225
Reference length	1231960
GC (%)	25.34
Reference GC (%)	25.34
N50	1711
NG50	1666
N75	1058
NG75	1011
L50	230
LG50	240
L75	453
LG75	476
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.667
Duplication ratio	1.051
# N's per 100 kbp	0.00
# mismatches per 100 kbp	66.57
# indels per 100 kbp	0.00
Largest alignment	8031
NA50	1711
NGA50	1666
NA75	1058
NGA75	1011
LA50	230
LGA50	240
LA75	453
LGA75	476
