Assembly	final.contigs
# contigs (>= 0 bp)	5276
# contigs (>= 1000 bp)	3026
# contigs (>= 5000 bp)	358
# contigs (>= 10000 bp)	35
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9795447
Total length (>= 1000 bp)	8656184
Total length (>= 5000 bp)	2463019
Total length (>= 10000 bp)	427464
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3962
Largest contig	18483
Total length	9348620
Reference length	9283304
N50	3195
N75	1904
L50	918
L75	1864
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	2
# unaligned contigs	0 + 3 part
Unaligned length	198
Genome fraction (%)	97.143
Duplication ratio	1.037
# N's per 100 kbp	0.00
# mismatches per 100 kbp	47.88
# indels per 100 kbp	0.18
Largest alignment	18483
NA50	3195
NA75	1904
LA50	918
LA75	1864
