Assembly	final.contigs
# contigs (>= 0 bp)	1082
# contigs (>= 1000 bp)	401
Total length (>= 0 bp)	1083010
Total length (>= 1000 bp)	598099
# contigs	1082
Largest contig	4336
Total length	1083010
Reference length	615980
GC (%)	25.43
Reference GC (%)	25.34
N50	1053
NG50	1438
N75	760
NG75	1162
L50	346
LG50	155
L75	645
LG75	274
# misassemblies	17
# misassembled contigs	16
Misassembled contigs length	21539
# local misassemblies	0
# unaligned contigs	2 + 1 part
Unaligned length	1386
Genome fraction (%)	90.495
Duplication ratio	1.940
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1406.45
# indels per 100 kbp	0.72
Largest alignment	4336
NA50	1037
NGA50	1409
NA75	748
NGA75	1156
LA50	350
LGA50	157
LA75	652
LGA75	277
