Assembly	final.contigs
# contigs (>= 0 bp)	856
# contigs (>= 1000 bp)	484
Total length (>= 0 bp)	1210881
Total length (>= 1000 bp)	934344
# contigs	856
Largest contig	8031
Total length	1210881
Reference length	615980
GC (%)	25.34
Reference GC (%)	25.33
N50	1700
NG50	2587
N75	1045
NG75	1999
L50	233
LG50	88
L75	459
LG75	156
# misassemblies	28
# misassembled contigs	27
Misassembled contigs length	66201
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	916
Genome fraction (%)	96.530
Duplication ratio	2.035
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1656.05
# indels per 100 kbp	2.52
Largest alignment	8031
NA50	1664
NGA50	2425
NA75	1017
NGA75	1955
LA50	243
LGA50	92
LA75	474
LGA75	164
