Assembly	final.contigs
# contigs (>= 1000 bp)	1567
# contigs (>= 5000 bp)	160
# contigs (>= 10000 bp)	6
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	4314759
Total length (>= 5000 bp)	1044628
Total length (>= 10000 bp)	67112
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2073
Largest contig	13027
Total length	4693539
Reference length	4641652
GC (%)	50.79
Reference GC (%)	50.79
N50	3020
NG50	3030
N75	1853
NG75	1896
L50	502
LG50	494
L75	999
LG75	978
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.282
Duplication ratio	1.029
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1.25
# indels per 100 kbp	0.00
Largest alignment	13027
NA50	3020
NGA50	3030
NA75	1853
NGA75	1896
LA50	502
LGA50	494
LA75	999
LGA75	978
