Assembly	final.contigs
# contigs (>= 0 bp)	440
# contigs (>= 1000 bp)	146
# contigs (>= 5000 bp)	122
# contigs (>= 10000 bp)	103
# contigs (>= 25000 bp)	66
# contigs (>= 50000 bp)	28
Total length (>= 0 bp)	4638877
Total length (>= 1000 bp)	4540987
Total length (>= 5000 bp)	4477714
Total length (>= 10000 bp)	4338012
Total length (>= 25000 bp)	3772958
Total length (>= 50000 bp)	2406475
# contigs	440
Largest contig	169087
Total length	4638877
Reference length	4641652
GC (%)	50.76
Reference GC (%)	50.79
N50	53801
NG50	53801
N75	31480
NG75	31480
L50	27
LG50	27
L75	56
LG75	56
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	143 + 1 part
Unaligned length	48303
Genome fraction (%)	98.531
Duplication ratio	1.004
# N's per 100 kbp	0.00
# mismatches per 100 kbp	3.50
# indels per 100 kbp	0.00
Largest alignment	169087
NA50	53801
NGA50	53801
NA75	31480
NGA75	31480
LA50	27
LGA50	27
LA75	56
LGA75	56
