Assembly	final.contigs
# contigs (>= 0 bp)	37328
# contigs (>= 1000 bp)	1913
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	16928197
Total length (>= 1000 bp)	2916630
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	6182
Largest contig	4310
Total length	5772054
Reference length	4641652
GC (%)	50.73
Reference GC (%)	50.79
N50	1007
NG50	1175
N75	675
NG75	863
L50	1883
LG50	1363
L75	3632
LG75	2522
# misassemblies	7
# misassembled contigs	7
Misassembled contigs length	8546
# local misassemblies	11
# unaligned contigs	555 + 91 part
Unaligned length	314431
Genome fraction (%)	93.451
Duplication ratio	1.258
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1031.50
# indels per 100 kbp	0.85
Largest alignment	4310
NA50	1003
NGA50	1169
NA75	669
NGA75	860
LA50	1887
LGA50	1365
LA75	3643
LGA75	2527
