Assembly	final.contigs
# contigs (>= 0 bp)	2700
# contigs (>= 1000 bp)	1772
# contigs (>= 5000 bp)	718
# contigs (>= 10000 bp)	222
# contigs (>= 25000 bp)	13
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	10019364
Total length (>= 1000 bp)	9618866
Total length (>= 5000 bp)	6784288
Total length (>= 10000 bp)	3314448
Total length (>= 25000 bp)	357921
Total length (>= 50000 bp)	0
# contigs	2005
Largest contig	32238
Total length	9786477
Reference length	9714864
N50	7435
N75	4359
L50	406
L75	837
# misassemblies	1
# misassembled contigs	1
Misassembled contigs length	6932
# local misassemblies	2
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.089
Duplication ratio	1.019
# N's per 100 kbp	0.00
# mismatches per 100 kbp	25.38
# indels per 100 kbp	0.00
Largest alignment	32238
NA50	7435
NA75	4359
LA50	406
LA75	837
