Assembly	final.contigs
# contigs (>= 0 bp)	3657
# contigs (>= 1000 bp)	575
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	2482272
Total length (>= 1000 bp)	804538
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3657
Largest contig	3631
Total length	2482272
Reference length	4641652
GC (%)	50.82
Reference GC (%)	50.79
N50	764
NG50	350
N75	514
L50	1078
LG50	3150
L75	2074
# misassemblies	2
# misassembled contigs	2
Misassembled contigs length	5007
# local misassemblies	1
# unaligned contigs	11 + 15 part
Unaligned length	10568
Genome fraction (%)	53.208
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	2.75
# indels per 100 kbp	0.20
Largest alignment	3631
NA50	760
NGA50	345
NA75	510
LA50	1083
LGA50	3172
LA75	2086
