Assembly	final.contigs
# contigs (>= 1000 bp)	1264
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1815851
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4149
Largest contig	3778
Total length	3854796
Reference length	4857432
GC (%)	52.18
Reference GC (%)	52.22
N50	962
NG50	826
N75	713
NG75	545
L50	1378
LG50	1941
L75	2544
LG75	3746
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	75.646
Duplication ratio	1.049
# N's per 100 kbp	0.00
# mismatches per 100 kbp	91.85
# indels per 100 kbp	0.00
Largest alignment	3778
NA50	962
NGA50	826
NA75	713
NGA75	545
LA50	1378
LGA50	1941
LA75	2544
LGA75	3746
