Assembly	final.contigs
# contigs (>= 1000 bp)	1128
# contigs (>= 5000 bp)	284
# contigs (>= 10000 bp)	63
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	4459463
Total length (>= 5000 bp)	2261777
Total length (>= 10000 bp)	790814
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1350
Largest contig	24295
Total length	4625308
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	4891
NG50	4888
N75	2992
NG75	2948
L50	295
LG50	296
L75	595
LG75	600
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	97.488
Duplication ratio	1.022
# N's per 100 kbp	0.00
# mismatches per 100 kbp	9.24
# indels per 100 kbp	0.00
Largest alignment	24295
NA50	4891
NGA50	4888
NA75	2992
NGA75	2948
LA50	295
LGA50	296
LA75	595
LGA75	600
