Assembly	final.contigs
# contigs (>= 0 bp)	4010
# contigs (>= 1000 bp)	2195
Total length (>= 0 bp)	5352510
Total length (>= 1000 bp)	4041347
# contigs	4010
Largest contig	7685
Total length	5352510
Reference length	5547323
GC (%)	50.48
Reference GC (%)	50.49
N50	1577
NG50	1522
N75	1011
NG75	951
L50	1102
LG50	1165
L75	2169
LG75	2318
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	2
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.255
Duplication ratio	1.046
# N's per 100 kbp	0.00
# mismatches per 100 kbp	46.13
# indels per 100 kbp	0.08
Largest alignment	7685
NA50	1577
NGA50	1522
NA75	1011
NGA75	951
LA50	1102
LGA50	1165
LA75	2169
LGA75	2318
