Assembly	final.contigs
# contigs (>= 1000 bp)	1793
# contigs (>= 5000 bp)	20
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	3291335
Total length (>= 5000 bp)	121456
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3407
Largest contig	8916
Total length	4456752
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	1533
NG50	1482
N75	979
NG75	923
L50	939
LG50	1000
L75	1845
LG75	1991
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	3
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	91.151
Duplication ratio	1.053
# N's per 100 kbp	0.00
# mismatches per 100 kbp	84.66
# indels per 100 kbp	0.17
Largest alignment	8916
NA50	1533
NGA50	1482
NA75	979
NGA75	923
LA50	939
LGA50	1000
LA75	1845
LGA75	1991
